,task1,task2,epoch,step,images_needed,target test acc,reached test acc,Label index0,Label index1,Label index2,Label index3,Label index4,Label index5,Label index6,Label index7,Label index8,Label index9
1821,"[1, 4, 5, 8, 9]","[2, 3, 7]",19,30,0,97.56666666666666,77.89630364673779,,,,,,,,,,
1822,"[0, 2, 5, 9]","[1, 3, 8]",19,26,0,97.83833333333334,83.07736063708761,,,,,,,,,,
1823,"[4, 8]","[5, 6, 9]",19,18,0,98.17666666666666,65.52440290758048,,,,,,,,,,
1824,"[0, 3]","[1, 2, 6, 7, 8, 9]",19,30,0,97.47333333333331,83.66970219049963,,,,,,,,,,
1825,"[0, 2, 5, 8, 9]","[1, 3, 7]",19,30,0,97.855,81.47642679900744,,,,,,,,,,
1826,"[0, 1, 4, 5, 9]","[2, 3, 8]",19,29,0,97.96666666666668,83.26678312952333,,,,,,,,,,
1827,"[0, 2, 3, 7, 9]","[1, 4, 6]",19,30,0,98.06166666666668,87.10351610523728,,,,,,,,,,
1828,"[0, 1, 2, 8]","[3, 4, 6, 7, 9]",19,34,0,97.76833333333332,83.83838383838383,,,,,,,,,,
1829,"[0, 2, 8, 9]","[1, 4]",19,22,0,97.935,86.30562827225131,,,,,,,,,,
1830,"[0, 1, 2, 3, 7]","[4, 5, 8]",19,30,0,98.01166666666668,82.13618822357775,,,,,,,,,,
1831,"[0, 3, 5, 8]","[1, 2, 6, 7, 9]",19,33,0,97.87166666666668,81.81414947882014,,,,,,,,,,
1832,"[0, 4, 6, 8]","[1, 2, 7]",19,26,0,97.49666666666668,88.2494004796163,,,,,,,,,,
1833,"[0, 7, 8]","[1, 2, 5, 9]",19,26,0,97.945,85.13475177304964,,,,,,,,,,
1834,"[0, 2, 5, 8]","[1, 3, 7]",19,26,0,97.74166666666667,81.06651538788824,,,,,,,,,,
1835,"[0, 5, 6]","[1, 2, 9]",19,22,0,97.93833333333332,87.87878787878788,,,,,,,,,,
1836,"[0, 1, 5, 6]","[2, 3, 7, 8, 9]",19,33,0,98.05333333333334,78.84231536926147,,,,,,,,,,
1837,"[0, 2, 7]","[1, 3, 5, 8, 9]",19,30,0,97.87166666666668,80.0,,,,,,,,,,
1838,"[1, 4, 6, 7, 9]","[2, 3, 5, 8]",19,33,0,97.8,77.91574279379158,,,,,,,,,,
1839,"[0, 4, 8]","[1, 2, 7]",19,22,0,97.58666666666667,90.18104713749796,,,,,,,,,,
1840,"[2, 6, 8]","[3, 4, 7, 9]",19,26,0,97.945,76.84827684827685,,,,,,,,,,
1841,"[0, 1, 4, 5, 7, 8]","[2, 3, 9]",19,33,0,97.64333333333332,80.80070780800708,,,,,,,,,,
1842,"[0, 1, 4, 9]","[2, 3, 8]",19,26,0,98.06166666666668,84.96208930075821,,,,,,,,,,
1843,"[0, 2, 3, 8, 9]","[1, 4, 5, 7]",19,33,0,97.945,81.4200398142004,,,,,,,,,,
1844,"[0, 1, 2, 4, 8]","[3, 5, 6, 9]",19,33,0,97.885,82.2670530539456,,,,,,,,,,
1845,"[1, 3, 5, 7, 9]","[2, 4, 6, 8]",19,33,0,97.44166666666668,79.01330376940133,,,,,,,,,,
1846,"[0, 2, 5]","[1, 3, 6, 7, 9]",19,30,0,97.97166666666666,83.05569368473397,,,,,,,,,,
1847,"[0, 2, 3, 9]","[1, 4, 7, 8]",19,30,0,97.945,83.96319018404907,,,,,,,,,,
1848,"[0, 1, 5]","[2, 4, 6, 7]",19,26,0,97.74166666666667,88.91108891108891,,,,,,,,,,
1849,"[0, 1, 3, 8]","[2, 4, 9]",19,26,0,98.10333333333332,82.99634934007301,,,,,,,,,,
1850,"[0, 3]","[1, 2, 5, 9]",19,22,0,97.855,83.27830967315946,,,,,,,,,,
1851,"[0, 1, 4, 5]","[2, 3, 7]",19,26,0,97.77333333333334,86.711998866695,,,,,,,,,,
1852,"[0, 3, 5]","[1, 2, 6, 8, 9]",19,29,0,97.92666666666666,83.19148936170212,,,,,,,,,,
1853,"[0, 5, 8, 9]","[1, 2, 4, 6, 7]",19,33,0,97.945,79.55506117908787,,,,,,,,,,
1854,"[0, 4, 6, 8, 9]","[1, 2, 3, 7]",19,34,0,97.99833333333332,82.87220026350461,,,,,,,,,,
1855,"[1, 3, 6, 7]","[2, 4, 5, 9]",19,30,0,97.84,83.53218990802883,,,,,,,,,,
1856,"[0, 7, 8]","[1, 2, 4, 5, 6]",19,29,0,97.04166666666669,84.73875454203734,,,,,,,,,,
1857,"[0, 1, 8]","[2, 4, 5, 6]",19,26,0,97.86833333333334,86.99841794908673,,,,,,,,,,
1858,"[1, 2, 5, 7]","[3, 4, 8]",19,26,0,98.01166666666668,78.26456826882178,,,,,,,,,,
1859,"[0, 2, 4, 7]","[1, 3, 6, 9]",19,30,0,97.77833333333334,87.47233833292353,,,,,,,,,,
1860,"[4, 6]","[5, 7, 8, 9]",19,22,0,97.45,68.76604483997947,,,,,,,,,,
1861,"[0, 3, 4, 5, 9]","[1, 2, 7, 8]",19,33,0,97.08833333333334,82.47069232470692,,,,,,,,,,
1862,"[1, 9]","[2, 4]",19,15,0,97.705,82.1067821067821,,,,,,,,,,
1863,"[0, 7]","[1, 3, 4, 5, 6, 8]",19,30,0,97.81833333333331,78.54001759014952,,,,,,,,,,
1864,"[1, 7]","[2, 3, 5, 9]",19,22,0,98.03166666666668,78.21814608581722,,,,,,,,,,
1865,"[0, 4, 6]","[1, 2, 9]",19,22,0,98.09,88.00853018372703,,,,,,,,,,
1866,"[0, 3, 8]","[1, 2, 7, 9]",19,26,0,97.73333333333332,84.52845982142857,,,,,,,,,,
1867,"[0, 5, 6, 7, 9]","[1, 2, 4, 8]",19,33,0,97.04166666666669,83.28142380422692,,,,,,,,,,
1868,"[0, 5, 7]","[1, 2, 4, 8, 9]",19,30,0,97.73833333333334,84.49950199203188,,,,,,,,,,
1869,"[0, 3, 4, 5, 7]","[1, 2, 8, 9]",19,33,0,97.77833333333334,82.26056182260561,,,,,,,,,,
1870,"[0, 4]","[1, 2, 5, 8, 9]",19,26,0,97.73333333333332,85.85094231867504,,,,,,,,,,
1871,"[0, 3, 5, 8]","[1, 2, 6]",19,26,0,97.73833333333334,79.22933677123622,,,,,,,,,,
1872,"[3, 4, 6, 9]","[5, 7, 8]",19,25,0,97.69666666666666,74.90150299139063,,,,,,,,,,
1873,"[0, 1, 8]","[2, 4, 5]",19,22,0,97.52,88.39032527105921,,,,,,,,,,
1874,"[0, 3, 6]","[1, 2, 5, 9]",19,26,0,97.92666666666666,84.84891676168758,,,,,,,,,,
1875,"[1, 3, 6, 9]","[2, 4, 7, 8]",19,30,0,97.705,82.9109251968504,,,,,,,,,,
1876,"[0, 4, 7, 8]","[1, 2, 6, 9]",19,30,0,97.705,87.107927883428,,,,,,,,,,
1877,"[0, 5, 8]","[1, 3, 4, 6, 7]",19,30,0,97.74166666666667,81.91983917577585,,,,,,,,,,
1878,"[2, 5, 7]","[3, 4, 6, 9]",19,25,0,97.17833333333331,76.70380552742006,,,,,,,,,,
1879,"[0, 2, 7]","[1, 4]",19,19,0,97.225,92.74772154353306,,,,,,,,,,
1880,"[0, 1, 4, 7]","[2, 3, 9]",19,26,0,97.59,88.53121516164994,,,,,,,,,,
1881,"[0, 1, 3, 6]","[2, 4, 8]",19,26,0,97.47333333333331,87.49823221609391,,,,,,,,,,
1882,"[0, 4, 5, 7, 8]","[1, 2, 6, 9]",19,33,0,97.46666666666668,83.73748609566185,,,,,,,,,,
1883,"[0, 6, 7, 8]","[1, 2, 9]",19,26,0,97.445,87.32433951658236,,,,,,,,,,
1884,"[0, 1, 2, 3]","[4, 5, 8]",19,26,0,97.855,84.52533904354033,,,,,,,,,,
1885,"[0, 2, 6]","[1, 3, 8, 9]",19,26,0,97.75166666666668,86.26373626373626,,,,,,,,,,
1886,"[3, 6, 9]","[4, 5, 8]",19,21,0,97.615,67.87982832618026,,,,,,,,,,
1887,"[0, 2, 5, 7]","[1, 3, 6, 9]",19,30,0,97.355,84.85827946295376,,,,,,,,,,
1888,"[0, 2, 4, 7]","[1, 5]",19,22,0,98.01166666666668,91.0563729542073,,,,,,,,,,
1889,"[0, 3, 4, 5, 6, 9]","[1, 2, 8]",19,33,0,98.06,81.95497102095408,,,,,,,,,,
1890,"[0, 2, 8, 9]","[1, 3, 5, 7]",19,30,0,97.61666666666666,80.81885856079406,,,,,,,,,,
1891,"[0, 6, 8, 9]","[1, 2, 4, 5]",19,29,0,97.64333333333332,82.81838733986436,,,,,,,,,,
1892,"[0, 7, 8]","[1, 3, 4, 5, 6]",19,30,0,97.945,81.46752104535746,,,,,,,,,,
1893,"[3, 8]","[4, 5, 7, 9]",19,22,0,97.77833333333334,62.69720101781171,,,,,,,,,,
1894,"[0, 5]","[1, 2, 4, 9]",19,22,0,97.65,88.60696517412934,,,,,,,,,,
1895,"[0, 1]","[2, 4, 5, 6, 9]",19,26,0,97.79,85.57527189467659,,,,,,,,,,
1896,"[2, 4, 5, 6, 9]","[3, 7, 8]",19,29,0,97.615,72.21306277742549,,,,,,,,,,
1897,"[0, 2, 4, 6]","[1, 3, 7, 8]",19,30,0,97.46666666666668,85.77602173107792,,,,,,,,,,
1898,"[3, 8]","[4, 5, 6, 9]",19,21,0,98.06166666666668,69.80257510729614,,,,,,,,,,
1899,"[0, 1, 4]","[2, 5, 6, 7]",19,26,0,97.94166666666668,89.5104895104895,,,,,,,,,,
1900,"[1, 2, 6]","[3, 5]",19,18,0,97.59,81.93753729858763,,,,,,,,,,
1901,"[1, 6, 9]","[2, 4, 5]",19,22,0,97.45166666666668,82.8728362183755,,,,,,,,,,
1902,"[0, 4, 6, 9]","[1, 3]",19,22,0,97.68166666666669,87.96509713533092,,,,,,,,,,
1903,"[0, 2, 3, 8]","[1, 5, 6]",19,26,0,97.45,81.6072195960464,,,,,,,,,,
1904,"[0, 3]","[1, 2, 6, 7]",19,23,0,97.08833333333334,87.95376851701123,,,,,,,,,,
1905,"[0, 8]","[1, 2, 5, 7, 9]",19,26,0,97.46666666666668,84.36879432624113,,,,,,,,,,
1906,"[0, 1, 9]","[2, 4]",19,19,0,96.64,87.9525107045543,,,,,,,,,,
1907,"[0, 1, 2, 9]","[3, 4, 6]",19,26,0,97.815,86.56065296932171,,,,,,,,,,
1908,"[0, 3, 4, 5]","[1, 2, 9]",19,26,0,97.73333333333332,85.0284090909091,,,,,,,,,,
1909,"[0, 4, 6]","[1, 3, 5, 7]",19,26,0,97.68833333333332,88.36077308518253,,,,,,,,,,
1910,"[1, 5, 8]","[2, 3, 7, 9]",19,26,0,97.82666666666668,66.35593220338983,,,,,,,,,,
1911,"[1, 7, 8, 9]","[2, 3, 6]",19,26,0,98.01166666666668,81.696053736356,,,,,,,,,,
1912,"[0, 1, 5, 8, 9]","[2, 3, 7]",19,30,0,97.885,80.6575682382134,,,,,,,,,,
1913,"[0, 1, 5, 7]","[2, 3, 6, 8]",19,30,0,97.705,78.1620676738669,,,,,,,,,,
1914,"[0, 2, 4, 5]","[1, 3, 7]",19,26,0,97.615,86.79699674174812,,,,,,,,,,
1915,"[1, 3, 7, 8, 9]","[2, 4, 5, 6]",19,33,0,97.69666666666666,77.99334811529933,,,,,,,,,,
1916,"[1, 2, 6, 7]","[3, 4, 8, 9]",19,30,0,97.77833333333334,84.00590551181102,,,,,,,,,,
1917,"[3, 5, 9]","[4, 6, 7, 8]",19,25,0,97.45666666666666,75.13497738216839,,,,,,,,,,
1918,"[2, 6, 9]","[3, 4, 5, 8]",19,25,0,97.80833333333334,79.67040980020417,,,,,,,,,,
1919,"[0, 3, 6, 7, 8, 9]","[1, 2, 5]",19,33,0,97.76333333333334,78.38766910623198,,,,,,,,,,
1920,"[0, 3, 5, 7]","[1, 2, 8, 9]",19,30,0,97.83,80.08684863523573,,,,,,,,,,
1921,"[0, 3]","[1, 4, 5, 6, 7, 8, 9]",19,33,0,97.69166666666666,86.0392506690455,,,,,,,,,,
1922,"[0, 6, 9]","[1, 3, 4, 5, 7]",19,30,0,97.81333333333332,87.37803352514386,,,,,,,,,,
1923,"[1, 3, 6, 8]","[2, 4, 7, 9]",19,30,0,98.09,80.80708661417323,,,,,,,,,,
1924,"[1, 2, 3]","[4, 6]",19,19,0,97.74166666666667,88.19620871604455,,,,,,,,,,
1925,"[0, 4]","[1, 2, 5, 6, 9]",19,26,0,97.83833333333334,84.5163136805953,,,,,,,,,,
1926,"[0, 4, 7]","[1, 2, 5, 6]",19,26,0,98.06166666666668,88.56857428286,,,,,,,,,,
1927,"[0, 4, 6, 7]","[1, 2, 8]",19,26,0,97.885,88.27761320355481,,,,,,,,,,
1928,"[2, 3, 8, 9]","[4, 5, 7]",19,25,0,97.56666666666666,67.72051393099467,,,,,,,,,,
1929,"[0, 2, 4]","[1, 3, 6, 8, 9]",19,30,0,97.78666666666666,85.0,,,,,,,,,,
1930,"[0, 2, 4, 6, 7, 9]","[1, 3, 8]",19,34,0,97.84,84.04699165568731,,,,,,,,,,
1931,"[0, 4, 6, 7]","[1, 2, 5]",19,26,0,97.59,88.46867418295989,,,,,,,,,,
1932,"[0, 3, 4]","[1, 2, 7, 8]",19,26,0,97.855,87.13065397003221,,,,,,,,,,
1933,"[0, 5, 8, 9]","[1, 3, 4]",19,26,0,98.01166666666668,77.2987682612432,,,,,,,,,,
1934,"[0, 8]","[1, 3, 4, 5]",19,22,0,97.67,75.47296166080697,,,,,,,,,,
1935,"[1, 4, 5, 7, 9]","[2, 3, 6, 8]",19,33,0,97.70333333333332,82.60532150776054,,,,,,,,,,
1936,"[1, 7]","[2, 4, 5]",19,18,0,97.74166666666667,89.68238311304005,,,,,,,,,,
1937,"[1, 7]","[2, 4]",19,15,0,97.08833333333334,89.08307397653819,,,,,,,,,,
1938,"[0, 1, 4, 6, 9]","[2, 3, 8]",19,30,0,97.945,85.01237623762377,,,,,,,,,,
1939,"[1, 6]","[2, 3, 5, 8]",19,22,0,97.59,80.38660223296117,,,,,,,,,,
1940,"[0, 4]","[1, 2, 5, 7, 8, 9]",19,30,0,97.45166666666668,88.4711155378486,,,,,,,,,,
1941,"[0, 4, 5, 7]","[1, 2, 9]",19,26,0,97.77833333333334,88.53782941343157,,,,,,,,,,
1942,"[0, 1, 7, 9]","[2, 3, 6, 8]",19,30,0,97.88,84.32192960866355,,,,,,,,,,
1943,"[0, 2, 4, 5]","[1, 3, 7, 9]",19,30,0,97.81333333333332,84.51908775409024,,,,,,,,,,
1944,"[1, 7]","[2, 3, 6, 8, 9]",19,26,0,97.87166666666668,81.87797369157572,,,,,,,,,,
1945,"[0, 1, 2, 3, 4]","[5, 6, 8]",19,29,0,98.00666666666666,82.28054753233705,,,,,,,,,,
1946,"[0, 1, 2, 5, 8]","[3, 4, 7]",19,30,0,97.64833333333334,82.24822606747168,,,,,,,,,,
1947,"[0, 1, 5, 8]","[2, 3, 6, 7, 9]",19,33,0,97.955,79.71834109558661,,,,,,,,,,
1948,"[0, 7, 8]","[1, 2, 5]",19,22,0,97.66166666666666,83.87684158251945,,,,,,,,,,
1949,"[0, 6, 7, 9]","[1, 2, 4]",19,26,0,97.945,88.48961257720381,,,,,,,,,,
1950,"[1, 6, 7, 8]","[2, 3, 5, 9]",19,30,0,97.945,80.01990544911669,,,,,,,,,,
1951,"[0, 3, 4, 6, 9]","[1, 2, 7]",19,30,0,97.87166666666668,86.4150479468896,,,,,,,,,,
1952,"[0, 2]","[1, 3, 5, 8]",19,22,0,97.08833333333334,85.52216503403619,,,,,,,,,,
1953,"[1, 9]","[2, 3, 6, 8]",19,22,0,97.58666666666667,79.25792742726381,,,,,,,,,,
1954,"[1, 3, 4, 9]","[2, 5, 6, 8]",19,29,0,97.94166666666668,78.45345345345346,,,,,,,,,,
1955,"[0, 3, 7, 9]","[1, 2, 6, 8]",19,30,0,97.59166666666668,84.35884814176717,,,,,,,,,,
1956,"[2, 3, 4]","[5, 6, 8]",19,22,0,98.10333333333332,82.76333789329685,,,,,,,,,,
1957,"[0, 6]","[1, 3]",19,15,0,97.44666666666669,95.59147685525349,,,,,,,,,,
1958,"[0, 2, 3, 5, 8]","[1, 4, 9]",19,29,0,98.10333333333332,81.95657599201398,,,,,,,,,,
1959,"[1, 9]","[2, 3, 5, 6, 7, 8]",19,30,0,97.56666666666666,77.91739238616572,,,,,,,,,,
1960,"[1, 6, 9]","[2, 3, 5]",19,22,0,97.58666666666667,85.66931742876078,,,,,,,,,,
1961,"[0, 4, 8, 9]","[1, 2, 5, 6, 7]",19,33,0,97.46666666666668,85.7174638487208,,,,,,,,,,
1962,"[0, 3, 5, 7, 9]","[1, 2, 4, 8]",19,33,0,97.86333333333332,79.38509179385092,,,,,,,,,,
1963,"[1, 2, 3, 6, 8, 9]","[4, 5, 7]",19,33,0,97.945,79.00221729490022,,,,,,,,,,
1964,"[0, 5, 6, 9]","[1, 2, 4, 8]",19,29,0,97.855,84.89073097211755,,,,,,,,,,
1965,"[0, 1, 7, 8]","[2, 3, 9]",19,26,0,97.44666666666669,84.62611607142857,,,,,,,,,,
1966,"[2, 3, 5, 7, 8]","[4, 6, 9]",19,29,0,97.755,70.57704502219404,,,,,,,,,,
1967,"[0, 3, 7]","[1, 2, 6, 8]",19,26,0,97.32333333333332,86.28635661093156,,,,,,,,,,
1968,"[0, 3, 5, 6, 7]","[1, 2, 9]",19,30,0,97.68166666666669,82.55842864246642,,,,,,,,,,
1969,"[2, 3, 8, 9]","[4, 5, 6, 7]",19,29,0,97.69666666666666,75.39632213062778,,,,,,,,,,
1970,"[1, 6]","[2, 4, 5]",19,18,0,97.77833333333334,82.53650730146029,,,,,,,,,,
1971,"[2, 3]","[4, 5, 8, 9]",19,22,0,97.73333333333332,78.36921512120698,,,,,,,,,,
1972,"[0, 3, 8]","[1, 2, 5, 7, 9]",19,30,0,98.11,78.36228287841192,,,,,,,,,,
1973,"[0, 4, 7]","[1, 2, 6]",19,22,0,98.01666666666668,89.25592804578905,,,,,,,,,,
1974,"[0, 3, 5, 6]","[1, 2, 8, 9]",19,29,0,97.34333333333332,80.56320400500626,,,,,,,,,,
1975,"[0, 3, 7]","[1, 2, 5, 8, 9]",19,30,0,97.45166666666668,79.42928039702232,,,,,,,,,,
1976,"[1, 6, 8]","[2, 3, 5, 7]",19,26,0,97.69666666666666,78.47488974249538,,,,,,,,,,
1977,"[0, 6, 8]","[1, 2, 5, 7]",19,26,0,98.10333333333332,85.85512216030861,,,,,,,,,,
1978,"[2, 4, 5, 6, 7]","[3, 8, 9]",19,29,0,97.69666666666666,73.31642358909322,,,,,,,,,,
1979,"[1, 2, 5, 6]","[3, 4, 8]",19,26,0,97.84666666666666,79.8653873693255,,,,,,,,,,
1980,"[1, 2, 3, 7]","[4, 5, 8]",19,26,0,97.84,80.5756415709627,,,,,,,,,,
1981,"[0, 4, 6]","[1, 2, 5, 7, 8]",19,29,0,98.32166666666666,85.82884350332039,,,,,,,,,,
1982,"[0, 4, 5]","[1, 2, 6, 7, 8, 9]",19,33,0,97.77333333333334,82.08008898776417,,,,,,,,,,
1983,"[0, 8]","[1, 3, 4, 5, 7, 9]",19,30,0,97.69666666666666,78.22721598002497,,,,,,,,,,
1984,"[1, 6, 8, 9]","[2, 3, 4, 7]",19,30,0,97.84,82.65255905511812,,,,,,,,,,
1985,"[1, 2, 7, 8, 9]","[3, 4, 5, 6]",19,33,0,98.10333333333332,79.8669623059867,,,,,,,,,,
1986,"[0, 2, 3, 6, 9]","[1, 4, 7]",19,30,0,97.385,87.64445537251045,,,,,,,,,,
1987,"[0, 2, 5, 9]","[1, 3, 6]",19,26,0,97.92666666666666,84.37856328392246,,,,,,,,,,
1988,"[0, 6, 7]","[1, 2, 4, 9]",19,26,0,97.82666666666668,87.82987085906794,,,,,,,,,,
1989,"[0, 3]","[1, 2, 7, 9]",19,23,0,98.15833333333332,85.92185986438488,,,,,,,,,,
1990,"[0, 1, 4, 8]","[2, 3, 6, 7, 9]",19,34,0,98.04833333333332,85.78173034694774,,,,,,,,,,
1991,"[0, 1, 9]","[2, 3, 7, 8]",19,26,0,97.855,84.80747767857143,,,,,,,,,,
1992,"[0, 7]","[1, 3, 4, 5]",19,22,0,97.58333333333331,87.82147005143521,,,,,,,,,,
1993,"[0, 1, 7, 8]","[2, 3, 5, 6]",19,30,0,97.84666666666666,80.67174428767636,,,,,,,,,,
1994,"[1, 4, 5, 7, 8]","[2, 3, 9]",19,30,0,97.80833333333334,79.02505581741504,,,,,,,,,,
1995,"[0, 4, 5, 7, 8]","[1, 2, 3, 9]",19,33,0,97.945,82.7582393275824,,,,,,,,,,
1996,"[0, 1, 8]","[2, 3, 5, 6, 7, 9]",19,33,0,97.82,79.78487469505433,,,,,,,,,,
1997,"[1, 2, 4, 6]","[3, 5, 8]",19,26,0,97.04166666666669,80.55277101532293,,,,,,,,,,
1998,"[2, 3, 6, 9]","[4, 5, 8]",19,25,0,97.84,77.80370424383841,,,,,,,,,,
1999,"[0, 6, 7, 9]","[1, 2, 4, 5, 8]",19,33,0,97.69666666666666,82.42491657397107,,,,,,,,,,
2000,"[1, 4, 7]","[2, 3, 6, 8, 9]",19,30,0,97.27666666666669,84.3134842519685,,,,,,,,,,
2001,"[0, 2, 7, 9]","[1, 3, 5, 8]",19,30,0,97.65,80.29776674937965,,,,,,,,,,
2002,"[1, 3, 4, 6]","[2, 5, 8, 9]",19,29,0,97.945,78.45345345345346,,,,,,,,,,
2003,"[2, 4, 5, 7]","[3, 6, 9]",19,25,0,97.84,76.2263058891622,,,,,,,,,,
2004,"[3, 6]","[4, 5, 8, 9]",19,21,0,97.76333333333334,68.27467811158799,,,,,,,,,,
2005,"[1, 5, 8, 9]","[2, 3, 6, 7]",19,30,0,97.46666666666668,72.54292112465788,,,,,,,,,,
2006,"[1, 5, 8]","[2, 3, 6, 7, 9]",19,30,0,98.00666666666666,74.94401592435929,,,,,,,,,,
2007,"[0, 3, 7, 9]","[1, 4]",19,23,0,97.945,90.02278645833334,,,,,,,,,,
2008,"[1, 2, 9]","[3, 4, 7]",19,23,0,97.56666666666666,85.79728857327308,,,,,,,,,,
2009,"[2, 5, 6]","[3, 4, 7, 9]",19,25,0,97.945,77.485168571842,,,,,,,,,,
2010,"[0, 3, 4, 5, 6]","[1, 2, 7, 9]",19,33,0,97.08833333333334,85.70795479725238,,,,,,,,,,
2011,"[0, 3, 4, 9]","[1, 2, 6, 7, 8]",19,34,0,97.885,82.89415898111551,,,,,,,,,,
2012,"[2, 5, 6, 8]","[3, 4, 9]",19,25,0,97.84666666666666,77.30786058042875,,,,,,,,,,
2013,"[1, 2, 3, 6]","[4, 5, 8, 9]",19,29,0,96.825,78.87887887887888,,,,,,,,,,
2014,"[0, 2, 5, 6]","[1, 3, 7, 8, 9]",19,33,0,97.45166666666668,79.45220669771568,,,,,,,,,,
2015,"[2, 7]","[3, 4, 9]",19,18,0,97.90166666666669,79.49021932424422,,,,,,,,,,
2016,"[0, 1, 2, 4, 5, 6]","[3, 7, 9]",19,33,0,97.225,87.74651008198538,,,,,,,,,,
2017,"[1, 3, 4, 8]","[2, 5, 7, 9]",19,30,0,97.81833333333331,79.19870999751922,,,,,,,,,,
2018,"[0, 2, 3, 7]","[1, 5, 6]",19,26,0,97.945,85.62899786780383,,,,,,,,,,
2019,"[0, 9]","[1, 2, 4, 6]",19,22,0,97.76333333333334,88.66469816272966,,,,,,,,,,
2020,"[0, 7, 8, 9]","[1, 2, 6]",19,26,0,97.855,87.40865654862282,,,,,,,,,,
2021,"[1, 2, 9]","[3, 4, 6, 7, 8]",19,30,0,97.77166666666666,84.95324803149606,,,,,,,,,,
2022,"[0, 2, 4, 6, 9]","[1, 3, 7, 8]",19,34,0,97.45666666666666,83.89328063241108,,,,,,,,,,
2023,"[0, 2, 5, 7, 8]","[1, 3, 6, 9]",19,33,0,97.83,78.56509203814593,,,,,,,,,,
2024,"[1, 3, 6, 7, 8]","[2, 4, 9]",19,30,0,97.92666666666666,82.07431102362204,,,,,,,,,,
2025,"[0, 1, 3, 5, 6]","[2, 4, 8]",19,29,0,97.81666666666666,81.50194650257441,,,,,,,,,,
2026,"[0, 7]","[1, 2, 6, 8]",19,22,0,97.64833333333334,88.357622400524,,,,,,,,,,
2027,"[0, 5, 6, 9]","[1, 2, 4, 7]",19,30,0,97.78833333333333,85.20459081836327,,,,,,,,,,
2028,"[1, 6]","[2, 3, 5, 9]",19,22,0,97.445,85.23856858846919,,,,,,,,,,
2029,"[1, 2, 4]","[3, 5, 7, 8]",19,26,0,97.52166666666666,79.89508010775556,,,,,,,,,,
2030,"[0, 5]","[1, 2, 8]",19,18,0,97.83833333333334,81.9868342309994,,,,,,,,,,
2031,"[2, 5]","[3, 4, 7]",19,18,0,97.89166666666668,78.84304207119742,,,,,,,,,,
2032,"[0, 3, 5]","[1, 2, 6, 7]",19,26,0,97.76833333333332,84.84719260838664,,,,,,,,,,
2033,"[0, 1, 5, 7, 8]","[2, 3, 9]",19,30,0,97.08833333333334,77.92803970223325,,,,,,,,,,
2034,"[0, 2, 4, 9]","[1, 3, 7]",19,26,0,97.64333333333332,88.78205128205127,,,,,,,,,,
2035,"[3, 8, 9]","[4, 5, 6, 7]",19,25,0,97.32333333333332,73.47147234787684,,,,,,,,,,
2036,"[0, 1]","[2, 3, 7]",19,19,0,97.58666666666667,88.83317261330762,,,,,,,,,,
2037,"[0, 2, 3, 5, 9]","[1, 4, 7, 8]",19,33,0,97.855,81.50851581508516,,,,,,,,,,
2038,"[0, 5, 9]","[1, 2, 4, 6]",19,26,0,97.82666666666668,86.01888952489983,,,,,,,,,,
2039,"[0, 6, 9]","[1, 2, 4, 5, 7]",19,30,0,97.8,86.67664670658682,,,,,,,,,,
2040,"[0, 1, 5, 9]","[2, 3, 7]",19,26,0,97.87166666666668,84.63166807790007,,,,,,,,,,
2041,"[1, 2]","[3, 4, 7, 8]",19,23,0,97.08833333333334,85.5055997403019,,,,,,,,,,
2042,"[0, 3, 4, 6, 8]","[1, 2, 7]",19,30,0,97.665,85.50438325719225,,,,,,,,,,
2043,"[0, 1, 2, 5]","[3, 6]",19,22,0,97.61833333333333,85.91643083069752,,,,,,,,,,
2044,"[1, 3, 6, 8, 9]","[2, 4, 7]",19,30,0,97.855,83.15698818897637,,,,,,,,,,
2045,"[4, 5]","[6, 7, 9]",19,18,0,97.56833333333331,66.5228999794619,,,,,,,,,,
2046,"[1, 2, 4]","[3, 5, 7]",19,22,0,97.90166666666669,85.45813456160552,,,,,,,,,,
2047,"[0, 7]","[1, 2, 5, 6]",19,22,0,97.855,88.86307053941908,,,,,,,,,,
2048,"[1, 3, 4, 9]","[2, 5, 8]",19,26,0,98.00666666666666,77.13960762013079,,,,,,,,,,
2049,"[0, 1, 6, 7]","[2, 3, 5, 8, 9]",19,33,0,97.98,80.35041029053005,,,,,,,,,,
2050,"[0, 2, 3, 4, 5]","[1, 6, 8]",19,29,0,97.93833333333332,82.79542885847042,,,,,,,,,,
2051,"[0, 6, 8]","[1, 2, 7, 9]",19,26,0,97.77833333333334,88.09724564362001,,,,,,,,,,
2052,"[0, 1, 2, 7]","[3, 4, 6, 9]",19,30,0,97.855,86.67322350626998,,,,,,,,,,
2053,"[2, 3, 6, 8]","[4, 5, 7, 9]",19,29,0,97.89833333333333,74.30564362714014,,,,,,,,,,
2054,"[0, 4]","[1, 2, 8, 9]",19,22,0,97.96833333333332,86.09293193717278,,,,,,,,,,
2055,"[0, 1]","[2, 3, 6, 7, 8]",19,26,0,97.945,85.12013488829562,,,,,,,,,,
2056,"[0, 1, 7]","[2, 3, 6]",19,23,0,97.94166666666668,87.72586684030604,,,,,,,,,,
2057,"[0, 1, 5, 6, 9]","[2, 3, 7]",19,30,0,97.58666666666667,84.26156141223272,,,,,,,,,,
